food_name,cal_per_100g,protein_per_100g,fat_per_100g,carbs_per_100g,sugar_per_100g,fiber_per_100g,sodium_per_100g,satfat_per_100g,matched
ap flour,357.0,0.3,0.1,88.2,0.0,3.4,2.0,0.019,yes
apple,254.0,7.4,8.7,37.1,0.0,2.5,274.0,4.99,yes
apple brandy,254.0,7.4,8.7,37.1,0.0,2.5,274.0,4.99,yes
apple cider,21.0,0.0,0.0,0.93,0.4,0.0,5.0,0.0,yes
apple cider vinegar,21.0,0.0,0.0,0.93,0.4,0.0,5.0,0.0,yes
apple cider vinegar or lemon juice,21.0,0.0,0.0,0.93,0.4,0.0,5.0,0.0,yes
apple cider vinegar or lime juice,21.0,0.0,0.0,0.93,0.4,0.0,5.0,0.0,yes
apple jelly,266.0,0.15,0.02,70.0,51.2,1.0,30.0,0.005,yes
apple juice,47.0,0.0,0.1,11.7,10.7,0.1,8.0,0.018,yes
apple juice concentrate,221.0,3.04,1.34,53.2,38.2,1.1,10.0,0.056,yes
apple sauce or grated pear,83.0,0.9,0.22,19.3,12.8,1.4,2.0,0.106,yes
apple wood chips,254.0,7.4,8.7,37.1,0.0,2.5,274.0,4.99,yes
apple-kiwi dressing,48.0,0.47,0.0,12.9,10.2,2.0,2.0,0.0,yes
apple-pie spice,342.0,5.76,12.6,69.3,7.76,14.8,52.0,6.53,yes
apples,254.0,7.4,8.7,37.1,0.0,2.5,274.0,4.99,yes
applesauce,76.0,0.18,0.18,19.9,0.0,1.2,28.0,0.03,yes
applewood chips,519.0,2.3,33.6,58.4,35.3,7.7,6.0,29.0,yes
applewood-smoked baconslice,177.0,16.4,11.9,0.0,0.0,0.0,481.0,1.74,yes
applewood-smoked baconslices,177.0,16.4,11.9,0.0,0.0,0.0,481.0,1.74,yes
approx bread flour,884.0,0.0,100.0,0.0,0.0,0.0,0.0,10.3,yes
apricot filling,48.0,1.4,0.39,11.1,9.24,2.0,1.0,0.027,yes
apricot jam,242.0,0.7,0.2,64.4,43.4,0.3,40.0,0.01,yes
apricot nectar,56.0,0.17,0.45,13.6,12.8,0.1,8.0,0.033,yes
apricot preserves,242.0,0.7,0.2,64.4,43.4,0.3,40.0,0.01,yes
apricot-pineapple preserves,242.0,0.7,0.2,64.4,43.4,0.3,40.0,0.01,yes
apricots,48.0,1.4,0.39,11.1,9.24,2.0,1.0,0.027,yes
arbol chiles,324.0,10.6,5.81,69.9,41.1,28.7,91.0,0.813,yes
arborio rice,416.0,10.0,5.0,82.6,0.0,0.0,233.0,0.0,yes
arborio riceor other -grain rice,127.0,3.0,3.6,21.6,19.9,0.0,63.0,2.33,yes
arctic char fillets,290.0,23.0,18.0,9.0,0.8,6.1,490.0,2.85,yes
argentinean malbec or other dry red wine,19.0,0.04,0.0,0.27,0.0,0.0,8.0,0.0,yes
arrowroot,357.0,0.3,0.1,88.2,0.0,3.4,2.0,0.019,yes
arrowroot flour,357.0,0.3,0.1,88.2,0.0,3.4,2.0,0.019,yes
arrowroot or organic cornstarch,381.0,0.26,0.05,91.3,0.0,0.9,9.0,0.009,yes
arrowroot powder,357.0,0.3,0.1,88.2,0.0,3.4,2.0,0.019,yes
arrowroot starch,357.0,0.3,0.1,88.2,0.0,3.4,2.0,0.019,yes
artichokes,73.0,2.0,0.01,17.4,9.6,1.6,4.0,0.0,yes
arugula,25.0,2.58,0.66,3.65,2.05,1.6,27.0,0.086,yes
arugula leaves,25.0,2.58,0.66,3.65,2.05,1.6,27.0,0.086,yes
asiago cheese,295.0,7.1,28.6,3.5,3.5,0.0,436.0,18.0,yes
asian,42.0,0.5,0.23,10.6,7.05,3.6,0.0,0.012,yes
asian chili garlic paste,42.0,0.5,0.23,10.6,7.05,3.6,0.0,0.012,yes
asian chili sesame oil or other chili oil,884.0,0.0,100.0,0.0,0.0,0.0,0.0,14.2,yes
asian chili-garlic sauce,92.0,2.5,0.3,19.8,13.3,2.4,1340.0,0.045,yes
asian garlic chili sauce,92.0,2.5,0.3,19.8,13.3,2.4,1340.0,0.045,yes
asian pears,42.0,0.5,0.23,10.6,7.05,3.6,0.0,0.012,yes
asian sesame oil,884.0,0.0,100.0,0.0,0.0,0.0,0.0,14.2,yes
asparagus,20.0,2.2,0.12,3.88,1.88,2.1,2.0,0.04,yes
asparagus spears,20.0,2.2,0.12,3.88,1.88,2.1,2.0,0.04,yes
asparagus with lemonand pecorino,20.0,2.2,0.12,3.88,1.88,2.1,2.0,0.04,yes
assertive greens,22.0,2.2,0.13,4.33,0.5,3.7,226.0,0.02,yes
assorted summer squash,18.0,1.2,0.2,3.84,2.39,1.2,1.0,0.041,yes
assorted toppings,253.0,0.1,0.1,66.4,21.0,0.4,42.0,0.018,yes
average size tomato,18.0,0.88,0.2,3.89,2.63,1.2,5.0,0.028,yes
average size zucchini,18.0,0.88,0.2,3.89,2.63,1.2,5.0,0.028,yes
average-size red onion,18.0,0.88,0.2,3.89,2.63,1.2,5.0,0.028,yes
avocado,884.0,0.0,100.0,0.0,0.0,0.0,0.0,11.6,yes
avocado oil,884.0,0.0,100.0,0.0,0.0,0.0,0.0,11.6,yes
avocado oil or olive oil,884.0,0.0,100.0,0.0,0.0,0.0,0.0,11.6,yes
avocado oilsor fruity extra-virgin olive oil,884.0,0.0,100.0,0.0,0.0,0.0,0.0,11.6,yes
avocado or coconut oil,884.0,0.0,100.0,0.0,0.0,0.0,0.0,11.6,yes
avocado or guacamole,884.0,0.0,100.0,0.0,0.0,0.0,0.0,11.6,yes
avocado or other neutral oil,884.0,0.0,100.0,0.0,0.0,0.0,0.0,11.6,yes
avocado salsa,884.0,0.0,100.0,0.0,0.0,0.0,0.0,11.6,yes
avocado squeeze of lime,884.0,0.0,100.0,0.0,0.0,0.0,0.0,11.6,yes
avocados,884.0,0.0,100.0,0.0,0.0,0.0,0.0,11.6,yes
b bone-in split chicken breasts,263.0,14.7,15.8,15.0,0.37,1.1,536.0,3.26,yes
b yukon gold potatoes,577.0,12.8,38.5,44.9,38.5,3.8,64.0,16.7,yes
baby arugula,25.0,2.58,0.66,3.65,2.05,1.6,27.0,0.086,yes
baby arugula leaves,25.0,2.58,0.66,3.65,2.05,1.6,27.0,0.086,yes
baby arugula or spinach,25.0,2.58,0.66,3.65,2.05,1.6,27.0,0.086,yes
baby bell peppers,350.0,4.32,21.5,34.9,2.17,3.2,313.0,2.17,yes
baby bok choy,13.0,1.5,0.2,2.18,1.18,1.0,65.0,0.027,yes
baby bok choy - inch thick,13.0,1.5,0.2,2.18,1.18,1.0,65.0,0.027,yes
baby bok choy cut into pieces,13.0,1.5,0.2,2.18,1.18,1.0,65.0,0.027,yes
baby bok choy lengthwise,13.0,1.5,0.2,2.18,1.18,1.0,65.0,0.027,yes
baby bok choyor bok choy,13.0,1.5,0.2,2.18,1.18,1.0,65.0,0.027,yes
baby carrot,35.0,0.64,0.13,8.24,4.76,2.9,78.0,0.023,yes
baby carrots,35.0,0.64,0.13,8.24,4.76,2.9,78.0,0.023,yes
baby carrotswith tops,35.0,0.64,0.13,8.24,4.76,2.9,78.0,0.023,yes
baby carrotwith green tops,27.0,0.97,0.47,5.74,3.91,1.8,15.0,0.165,yes
baby dutch or fingerling potatoes,79.0,0.2,0.16,19.2,17.9,1.4,3.0,0.025,yes
baby dutch potatoes,79.0,0.2,0.16,19.2,17.9,1.4,3.0,0.025,yes
baby eggplant,49.0,0.9,0.7,9.77,4.8,2.5,1670.0,0.14,yes
baby kale,35.0,2.92,1.49,4.42,0.99,4.1,53.0,0.178,yes
baby kale and spinach mix,35.0,2.92,1.49,4.42,0.99,4.1,53.0,0.178,yes
baby lettuceleaves,35.0,0.64,0.13,8.24,4.76,2.9,78.0,0.023,yes
baby mozzarella balls,33.0,0.84,0.25,7.94,0.0,0.7,31.0,0.064,yes
baby pea shoots,27.0,2.6,0.3,5.2,3.0,2.2,4.0,0.069,yes
baby potatoes,35.0,0.64,0.13,8.24,4.76,2.9,78.0,0.023,yes
baby radishsprouts,35.0,0.64,0.13,8.24,4.76,2.9,78.0,0.023,yes
baby red beets,43.0,1.61,0.17,9.56,6.76,2.8,78.0,0.027,yes
baby spinach,172.0,7.89,13.0,5.9,1.85,0.7,566.0,6.09,yes
baby spinachand arugula mixture,25.0,2.58,0.66,3.65,2.05,1.6,27.0,0.086,yes
baby spinachleaves,35.0,0.64,0.13,8.24,4.76,2.9,78.0,0.023,yes
baby sweet peppers,192.0,0.95,0.43,46.1,38.4,1.3,765.0,0.037,yes
baby turnips,21.0,2.46,0.19,3.39,0.0,2.4,18.0,0.032,yes
baby turnips with their greens,21.0,2.46,0.19,3.39,0.0,2.4,18.0,0.032,yes
baby watercress,11.0,2.3,0.1,1.29,0.2,0.5,41.0,0.027,yes
baby zucchini,21.0,2.71,0.4,3.11,0.0,1.1,3.0,0.083,yes
bacon,309.0,11.7,29.5,5.31,0.0,2.6,1460.0,4.62,yes
bacon drippings,309.0,11.7,29.5,5.31,0.0,2.6,1460.0,4.62,yes
bacon drippings or vegetable oil,884.0,0.0,100.0,0.0,0.0,0.0,0.0,15.3,yes
bacon slices,468.0,33.9,35.1,1.7,0.0,0.0,1680.0,12.0,yes
bag baby arugula,25.0,2.58,0.66,3.65,2.05,1.6,27.0,0.086,yes
bag bag baby spinach,348.0,11.2,2.01,81.0,0.81,11.8,4.0,0.405,yes
bag bag boil-in-bag brown rice,348.0,11.2,2.01,81.0,0.81,11.8,4.0,0.405,yes
bag bag boil-in-bag long-grain rice,348.0,11.2,2.01,81.0,0.81,11.8,4.0,0.405,yes
bag bag frozen,348.0,11.2,2.01,81.0,0.81,11.8,4.0,0.405,yes
bag bag marshmallow,348.0,11.2,2.01,81.0,0.81,11.8,4.0,0.405,yes
bag bag matchstick-cut carrot,348.0,11.2,2.01,81.0,0.81,11.8,4.0,0.405,yes
bag bag mixed baby greens,348.0,11.2,2.01,81.0,0.81,11.8,4.0,0.405,yes
bag bag washed baby spinach,328.0,63.6,0.46,25.4,20.0,5.5,900.0,0.052,yes
bag boil-in-bag brown rice,363.0,7.23,2.78,76.5,0.66,4.6,8.0,0.557,yes
bag boil-in-bag long-grain rice,123.0,2.91,0.37,26.0,0.11,0.9,2.0,0.074,yes
bag cranberries,46.0,0.46,0.13,12.0,4.27,3.6,2.0,0.008,yes
bag curly-leaf spinach,34.0,4.01,0.87,4.8,0.51,3.7,322.0,0.036,yes
bag ice cubes,170.0,17.3,4.0,16.1,14.5,0.0,24000.0,1.99,yes
bag of carrots,341.0,8.1,1.49,79.6,38.8,23.6,275.0,0.256,yes
bagged prewashed baby spinach,172.0,7.89,13.0,5.9,1.85,0.7,566.0,6.09,yes
bagged prewashed kale,35.0,2.92,1.49,4.42,0.99,4.1,53.0,0.178,yes
bagged prewashed spinach,172.0,7.89,13.0,5.9,1.85,0.7,566.0,6.09,yes
bags bags boil-in-bag long-grain white rice,123.0,2.91,0.37,26.0,0.11,0.9,2.0,0.074,yes
bags boil-in-bag basmati rice,348.0,11.2,2.01,81.0,0.81,11.8,4.0,0.405,yes
bags frozen peach slices,94.0,0.63,0.13,24.0,22.2,1.8,6.0,0.014,yes
bags lapsang souchong tea,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,yes
baileys irish cream,290.0,6.6,5.0,56.0,0.0,2.6,398.0,1.11,yes
baked,558.0,7.4,38.5,45.7,0.75,1.5,253.0,5.5,yes
baked tortilla chips,465.0,8.7,15.2,73.4,0.53,5.7,400.0,2.84,yes
baking cocoa,884.0,0.0,100.0,0.0,0.0,0.0,0.0,59.7,yes
baking parchment or silicone paper,558.0,7.4,38.5,45.7,0.75,1.5,253.0,5.5,yes
baking potato,93.0,1.96,0.1,21.6,1.7,1.5,241.0,0.026,yes
baking potatoes,93.0,1.96,0.1,21.6,1.7,1.5,241.0,0.026,yes
baking powder,97.0,0.1,0.4,46.9,0.0,2.2,90.0,0.073,yes
baking soda,0.0,0.0,0.0,0.0,0.0,0.0,27400.0,0.0,yes
baking spray,46.0,0.19,0.0,12.8,12.2,0.6,7.0,0.001,yes
baking spray with flour,306.0,8.2,7.99,49.4,3.71,3.5,736.0,2.92,yes
ball burrata,33.0,0.84,0.25,7.94,0.0,0.7,31.0,0.064,yes
ball homemade or store-bought pizza dough,147.0,3.84,10.6,9.17,4.38,0.2,354.0,2.85,yes
ball mozzarella,33.0,0.84,0.25,7.94,0.0,0.7,31.0,0.064,yes
ball thin-crust pizza dough,303.0,15.3,14.1,28.6,2.67,1.6,784.0,6.9,yes
balls buffalo mozzarella,33.0,0.84,0.25,7.94,0.0,0.7,31.0,0.064,yes
balsamic dressing,88.0,0.49,0.0,17.0,15.0,0.0,23.0,0.0,yes
balsamic glaze,88.0,0.49,0.0,17.0,15.0,0.0,23.0,0.0,yes
balsamic or red wine vinegar,19.0,0.04,0.0,0.27,0.0,0.0,8.0,0.0,yes
balsamic vinegar,88.0,0.49,0.0,17.0,15.0,0.0,23.0,0.0,yes
banana,346.0,3.89,1.81,88.3,47.3,9.9,3.0,0.698,yes
banana leaves,23.0,2.46,0.33,4.02,0.0,0.0,20.0,0.091,yes
banana leaves or pieces of heavy-duty aluminum foil,884.0,0.0,100.0,0.0,0.0,0.0,0.0,47.5,yes
bananas,346.0,3.89,1.81,88.3,47.3,9.9,3.0,0.698,yes
bar bittersweet chocolate,363.0,14.2,3.11,69.6,30.1,5.7,308.0,1.32,yes
bar dark chocolate,363.0,14.2,3.11,69.6,30.1,5.7,308.0,1.32,yes
barbecue sauce,172.0,0.82,0.63,40.8,33.2,0.9,1030.0,0.045,yes
barley maltsyrup,354.0,12.5,2.3,73.5,0.8,17.3,12.0,0.482,yes
bartlett pear,57.0,0.36,0.14,15.2,9.75,3.1,1.0,0.022,yes
bartlett pears,57.0,0.36,0.14,15.2,9.75,3.1,1.0,0.022,yes
base brine,430.0,39.9,30.0,0.0,0.0,0.0,693.0,6.97,yes
basic pizza sauce,54.0,2.18,1.15,8.66,3.78,2.0,348.0,0.46,yes
basic tomato sauce,32.0,1.32,0.39,7.09,0.0,1.4,15.0,0.055,yes
basil,23.0,3.15,0.64,2.65,0.3,1.6,4.0,0.041,yes
basil chiffonade on top for individual servings,372.0,4.16,36.4,6.93,2.6,2.1,1030.0,6.72,yes
basil leaves,23.0,2.46,0.33,4.02,0.0,0.0,20.0,0.091,yes
basil oils,23.0,3.15,0.64,2.65,0.3,1.6,4.0,0.041,yes
basilor basil sprigs,23.0,3.15,0.64,2.65,0.3,1.6,4.0,0.041,yes
basilor dried,277.0,3.8,1.2,70.7,66.1,4.6,3.0,0.27,yes
basmati or jasmine rice,416.0,10.0,5.0,82.6,0.0,0.0,233.0,0.0,yes
basmati or long-grain rice,123.0,2.91,0.37,26.0,0.11,0.9,2.0,0.074,yes
basmati rice,416.0,10.0,5.0,82.6,0.0,0.0,233.0,0.0,yes
batch choux pastry,379.0,5.48,18.5,47.8,17.0,2.2,231.0,5.54,yes
batch easy whole wheat pizza dough or store-bought pizza dough,299.0,7.1,6.0,52.6,0.18,1.9,483.0,1.47,yes
batch flax egg,148.0,12.4,9.96,0.96,0.0,0.0,129.0,3.2,yes
batch flax egg flaxseed meal water as original recipe is written,534.0,18.3,42.2,28.9,1.55,27.3,30.0,3.66,yes
batch peanut dragon dressing,355.0,0.69,26.2,31.9,17.7,0.7,1130.0,2.39,yes
batch polenta grilled,29.0,3.28,0.58,4.44,2.26,2.2,11.0,0.064,yes
batch warm maple mustard,884.0,0.0,100.0,0.0,0.0,0.0,0.0,11.6,yes
batches flax eggs,148.0,12.4,9.96,0.96,0.0,0.0,129.0,3.2,yes
bay leaf,313.0,7.61,8.36,75.0,0.0,26.3,23.0,2.28,yes
bay leaf or dried leaf,313.0,7.61,8.36,75.0,0.0,26.3,23.0,2.28,yes
bay leaves,313.0,7.61,8.36,75.0,0.0,26.3,23.0,2.28,yes
bay scallops,111.0,20.5,0.84,5.41,0.0,0.0,667.0,0.218,yes
bbq sauce,378.0,15.2,35.2,0.7,0.7,0.0,335.0,9.33,yes
bean cooking liquid,47.0,1.8,3.2,2.8,0.0,0.1,2.0,1.17,yes
bean sprouts,29.0,4.2,0.5,4.1,0.0,0.0,6.0,0.072,yes
bean threads,47.0,1.8,3.2,2.8,0.0,0.1,2.0,1.17,yes
beans,47.0,1.8,3.2,2.8,0.0,0.1,2.0,1.17,yes
beef,250.0,27.1,14.9,0.0,0.0,0.0,897.0,6.18,yes
beef and vegetables,96.0,2.03,6.93,6.36,2.16,1.8,38.0,2.84,yes
beef bottom round roast,169.0,28.3,5.33,0.0,0.0,0.0,38.0,1.86,yes
beef brisket,251.0,18.2,19.0,0.47,0.0,0.0,973.0,6.34,yes
beef broth,170.0,17.3,4.0,16.1,14.5,0.0,24000.0,1.99,yes
beef eye of roundroast,129.0,19.9,4.92,1.32,0.0,0.0,39.0,1.57,yes
beef filling,250.0,27.1,14.9,0.0,0.0,0.0,897.0,6.18,yes
beef patties,295.0,23.0,21.8,0.0,0.0,0.0,77.0,8.8,yes
beef rib slabs,146.0,21.3,6.78,0.0,0.0,0.0,54.0,2.45,yes
beef sirloin steaksthinly,182.0,28.9,7.34,0.14,0.0,0.0,349.0,2.6,yes
beef stewmeat,250.0,27.1,14.9,0.0,0.0,0.0,897.0,6.18,yes
beef stock,13.0,1.97,0.09,1.2,0.54,0.0,198.0,0.035,yes
beef tenderloin center-cut ch teaubriand,167.0,18.7,9.62,0.84,0.28,0.0,378.0,3.6,yes
beef tenderloin steaks,246.0,19.8,17.9,0.0,0.0,0.0,50.0,7.21,yes
beefshort ribs,201.0,19.6,13.1,1.15,0.0,0.0,76.0,5.89,yes
beefshoulder roast or petite tender roast,188.0,28.0,8.42,0.0,0.0,0.0,54.0,3.05,yes
beefsteak tomatoes,302.0,12.9,0.44,74.7,43.9,16.5,134.0,0.062,yes
beefsteak tomatoesin assorted colors,49.0,0.0,0.0,12.8,12.9,0.0,18.0,0.0,yes
beeftenderloin steaks,255.0,3.26,13.2,30.9,0.86,3.5,43.0,2.37,yes
beer,29.0,0.24,0.0,1.64,0.09,0.0,4.0,0.0,yes
beet,43.0,1.61,0.17,9.56,6.76,2.8,78.0,0.027,yes
beet greens,22.0,2.2,0.13,4.33,0.5,3.7,226.0,0.02,yes
beet kvass,43.0,1.61,0.17,9.56,6.76,2.8,78.0,0.027,yes
beetroot powder,250.0,3.69,0.47,79.6,0.0,44.5,10.0,0.244,yes
beets,43.0,1.61,0.17,9.56,6.76,2.8,78.0,0.027,yes
belgian ale,34.0,0.0,0.0,8.76,8.9,0.0,7.0,0.0,yes
bell pepper,350.0,4.32,21.5,34.9,2.17,3.2,313.0,2.17,yes
bell peppers,350.0,4.32,21.5,34.9,2.17,3.2,313.0,2.17,yes
berries,349.0,14.3,0.39,77.1,45.6,13.0,298.0,0.0,yes
berry sauce,349.0,14.3,0.39,77.1,45.6,13.0,298.0,0.0,yes
between mls and mls lukewarm water,384.0,7.14,7.14,72.8,0.0,7.1,571.0,0.0,yes
bibb lettuce leaves,13.0,1.35,0.22,2.23,0.94,1.1,5.0,0.029,yes
bibb lettuceleaves,13.0,1.35,0.22,2.23,0.94,1.1,5.0,0.029,yes
bibb or boston lettuceleaves,13.0,1.35,0.22,2.23,0.94,1.1,5.0,0.029,yes
big flour,234.0,12.8,11.6,21.0,3.7,1.7,454.0,4.16,yes
big of salt,234.0,12.8,11.6,21.0,3.7,1.7,454.0,4.16,yes
bird s eye chili,170.0,0.91,0.67,40.0,35.3,1.0,1010.0,0.101,yes
birds eye pepper,170.0,0.91,0.67,40.0,35.3,1.0,1010.0,0.101,yes
bitter greens,19.0,0.84,0.18,4.32,1.95,2.0,6.0,0.014,yes
bittersweet chocolate,279.0,2.1,1.13,65.1,49.6,2.6,72.0,0.519,yes
bittersweet or semisweet chocolate,480.0,4.2,30.0,63.9,54.5,5.9,11.0,17.8,yes
bittersweet vegan chocolate,279.0,2.1,1.13,65.1,49.6,2.6,72.0,0.519,yes
black,251.0,10.4,3.26,64.0,0.64,25.3,20.0,1.39,yes
black bean garlic sauce,341.0,21.6,1.42,62.4,2.12,15.5,5.0,0.366,yes
black beans,341.0,21.6,1.42,62.4,2.12,15.5,5.0,0.366,yes
black caviar lentils sub green or brown lentils,352.0,24.6,1.06,63.4,2.03,10.7,6.0,0.154,yes
black chia seeds,486.0,16.5,30.7,42.1,0.0,34.4,16.0,3.33,yes
black cod filets,282.0,11.3,14.6,26.4,3.67,1.4,434.0,2.83,yes
black cod fillets,902.0,0.0,100.0,0.0,0.0,0.0,0.0,22.6,yes
black garlic,149.0,6.36,0.5,33.1,1.0,2.1,17.0,0.089,yes
black garlic cloves,274.0,5.97,13.0,65.5,2.38,33.9,277.0,3.95,yes
black garlic sauce,149.0,6.36,0.5,33.1,1.0,2.1,17.0,0.089,yes
black grouper fillets,92.0,19.4,1.02,0.0,0.0,0.0,53.0,0.233,yes
black kale,35.0,2.92,1.49,4.42,0.99,4.1,53.0,0.178,yes
black lentils,352.0,24.6,1.06,63.4,2.03,10.7,6.0,0.154,yes
black mission figs,287.0,8.7,6.0,49.6,0.0,0.0,898.0,0.695,yes
black mustard seeds,508.0,26.1,36.2,28.1,6.79,12.2,13.0,1.99,yes
black olives,235.0,11.8,16.5,9.2,0.0,0.0,964.0,5.85,yes
black or white sesame seeds,573.0,17.7,49.7,23.4,0.3,11.8,11.0,6.96,yes
black pepper,251.0,10.4,3.26,64.0,0.64,25.3,20.0,1.39,yes
black pepper plus pepper,251.0,10.4,3.26,64.0,0.64,25.3,20.0,1.39,yes
black peppercorn,564.0,1.2,61.4,3.5,2.45,0.0,1100.0,10.5,yes
black peppercorns,564.0,1.2,61.4,3.5,2.45,0.0,1100.0,10.5,yes
black rice,151.0,4.64,3.85,24.4,0.86,3.4,420.0,0.729,yes
black sesame seeds,573.0,17.7,49.7,23.4,0.3,11.8,11.0,6.96,yes
black tea leaves,23.0,2.46,0.33,4.02,0.0,0.0,20.0,0.091,yes
black truffles,327.0,11.2,28.5,6.3,0.0,0.0,807.0,10.1,yes
black vinegar,88.0,0.49,0.0,17.0,15.0,0.0,23.0,0.0,yes
blackberries,43.0,1.39,0.49,9.61,4.88,5.3,1.0,0.014,yes
blackberries or raspberries,43.0,1.39,0.49,9.61,4.88,5.3,1.0,0.014,yes
blade steak,186.0,17.4,12.4,0.0,0.0,0.0,61.0,4.35,yes
blade-end boneless pork loin roast,199.0,26.5,10.3,0.0,0.0,0.0,67.0,3.71,yes
blanched almonds,590.0,21.4,52.5,18.7,4.63,9.9,19.0,3.95,yes
blanched hazelnut,629.0,13.7,61.2,17.0,3.49,11.0,0.0,4.67,yes
blanched unsalted almonds,590.0,21.4,52.5,18.7,4.63,9.9,19.0,3.95,yes
blanched whole almonds cut in half lengthwise,590.0,21.4,52.5,18.7,4.63,9.9,19.0,3.95,yes
blend all ingredients in a high-powered blender,396.0,6.78,4.17,84.9,21.6,5.0,515.0,0.5,yes
blended silken tofu,62.0,6.9,2.7,2.4,1.27,0.1,36.0,0.406,yes
block -less-fat cream cheese,350.0,6.15,34.4,5.52,3.76,0.0,314.0,20.2,yes
block extra firm tofu,83.0,9.98,5.26,1.18,0.71,1.0,4.0,0.919,yes
block extra-firm tofu,83.0,9.98,5.26,1.18,0.71,1.0,4.0,0.919,yes
block fat-free cream cheese,105.0,15.7,1.0,7.66,5.48,0.0,702.0,0.644,yes
block feta cheese,265.0,14.2,21.5,3.88,0.0,0.0,1140.0,13.3,yes
block halloumi cheese,295.0,7.1,28.6,3.5,3.5,0.0,436.0,18.0,yes
block of extra firm tofu,83.0,9.98,5.26,1.18,0.71,1.0,4.0,0.919,yes
block of extra-firm tofu,83.0,9.98,5.26,1.18,0.71,1.0,4.0,0.919,yes
block organic extra-firm tofu,98.0,10.1,5.2,2.6,0.4,1.3,4.0,0.7,yes
block tofu,94.0,3.5,1.8,16.0,1.24,0.2,35.0,0.259,yes
block-style -less-fat cream cheese,350.0,6.15,34.4,5.52,3.76,0.0,314.0,20.2,yes
block-style cream cheese,350.0,6.15,34.4,5.52,3.76,0.0,314.0,20.2,yes
block-style fat-free cream cheese,105.0,15.7,1.0,7.66,5.48,0.0,702.0,0.644,yes
blocks -less-fat cream cheese,350.0,6.15,34.4,5.52,3.76,0.0,314.0,20.2,yes
blocks fat-free cream cheese,105.0,15.7,1.0,7.66,5.48,0.0,702.0,0.644,yes
blood orange juice,45.0,0.6,0.3,10.2,8.26,0.1,0.0,0.035,yes
blood orange rindsstrips,379.0,14.6,34.5,1.29,1.29,0.0,680.0,13.4,yes
blood orange rindstrip,379.0,14.6,34.5,1.29,1.29,0.0,680.0,13.4,yes
blood oranges,379.0,14.6,34.5,1.29,1.29,0.0,680.0,13.4,yes
blood orangesections,379.0,14.6,34.5,1.29,1.29,0.0,680.0,13.4,yes
blood orangeswedges,379.0,14.6,34.5,1.29,1.29,0.0,680.0,13.4,yes
blue cheese,353.0,21.4,28.7,2.34,0.5,0.0,1150.0,18.7,yes
blue diamond,353.0,21.4,28.7,2.34,0.5,0.0,1150.0,18.7,yes
blueberries,57.0,0.74,0.33,14.5,9.96,2.4,1.0,0.028,yes
blueberry compote,57.0,0.74,0.33,14.5,9.96,2.4,1.0,0.028,yes
blueberry sauce,57.0,0.74,0.33,14.5,9.96,2.4,1.0,0.028,yes
bob s red mill old-fashioned rolled oats,236.0,9.5,4.6,40.2,6.67,4.1,413.0,0.619,yes
boiling reduced-fat soy milk,56.0,4.1,2.0,5.3,5.3,0.0,105.0,1.24,yes
boiling water,20.0,2.08,0.24,3.7,0.0,1.9,122.0,0.039,yes
bok choy,13.0,1.5,0.2,2.18,1.18,1.0,65.0,0.027,yes
bomba rice,416.0,10.0,5.0,82.6,0.0,0.0,233.0,0.0,yes
bone broth,16.0,2.0,0.6,0.4,0.09,0.0,200.0,0.133,yes
bone broth or beef broth,170.0,17.3,4.0,16.1,14.5,0.0,24000.0,1.99,yes
bone broth or beef stock,13.0,1.97,0.09,1.2,0.54,0.0,198.0,0.035,yes
bone-in,41.0,2.47,1.44,4.53,2.88,0.8,39.0,0.206,yes
bone-in beef back ribs,336.0,15.8,29.9,0.9,0.0,0.0,53.0,13.3,yes
bone-in beef short ribs,160.0,22.1,7.27,0.0,0.0,0.0,35.0,2.78,yes
bone-in beefshort ribs,336.0,15.8,29.9,0.9,0.0,0.0,53.0,13.3,yes
bone-in boston butt roast,186.0,17.4,12.4,0.0,0.0,0.0,61.0,4.35,yes
bone-in center-cut loin pork chops,127.0,22.0,3.71,0.0,0.0,0.0,58.0,1.1,yes
bone-in center-cut pork chops,167.0,18.7,9.62,0.84,0.28,0.0,378.0,3.6,yes
bone-in chicken breasthalf,41.0,2.47,1.44,4.53,2.88,0.8,39.0,0.206,yes
bone-in chicken breastshalves,41.0,2.47,1.44,4.53,2.88,0.8,39.0,0.206,yes
bone-in chicken leg quarters,214.0,16.4,16.0,0.17,0.0,0.0,84.0,4.37,yes
bone-in chicken parts,41.0,2.47,1.44,4.53,2.88,0.8,39.0,0.206,yes
bone-in chicken pieces,307.0,15.9,20.4,14.9,0.08,0.9,594.0,3.57,yes
bone-in chicken thigh,440.0,9.58,44.2,0.79,0.0,0.0,51.0,12.1,yes
bone-in chicken thighs,440.0,9.58,44.2,0.79,0.0,0.0,51.0,12.1,yes
bone-in english-style short ribs,260.0,25.6,17.6,0.0,0.0,0.0,81.0,5.31,yes
bone-in lamb shoulder chops,275.0,17.0,22.8,0.23,0.0,0.0,71.0,9.1,yes
bone-in pork chops,170.0,20.7,9.03,0.0,0.0,0.0,55.0,2.99,yes
bone-in pork loin chops,170.0,20.7,9.03,0.0,0.0,0.0,55.0,2.99,yes
bone-in pork rib chops,186.0,25.8,8.36,0.0,0.0,0.0,57.0,2.82,yes
